연번,구분,설립형태,유형,시도,시군구,시설명,주소,전화번호,팩스,관계행정기관
191,공공,특수법인,요양병원,경기,화성시,근로복지공단경기요양병원,경기 화성시 우정읍 쌍봉로 465-4(화수리),031-351-3083,031-351-3086,고용노동부
192,민간,-,상급종합병원,서울,강남구,삼성서울병원,서울 강남구 일원로 81,1599-3114,02-3410-3297,-
193,민간,-,상급종합병원,서울,강남구,연세대학교의과대학강남세브란스병원,서울 강남구 언주로 211 ,02-2019-2114,02-2019-4805,-
194,민간,-,상급종합병원,서울,광진구,건국대학교병원,서울 광진구 능동로 120-1,02-1588-1533,02-2030-7171,-
195,민간,-,상급종합병원,서울,구로구,고려대학교의과대학부속구로병원,서울 구로구 구로동로148(구로동),02-2626-1114,02-2626-2024,-
196,민간,-,상급종합병원,서울,동대문구,경희대학교병원,서울 동대문구 경희대로 23 ,02-958-8114,02-958-8113,-
197,민간,-,상급종합병원,서울,동작구,중앙대학교병원,서울 동작구 흑석로 102(흑석동224-1),02-6299-2172,02-6298-8351,-
198,민간,-,상급종합병원,서울,서대문구,연세대학교의과대학세브란스병원,서울 서대문구 연세로 50-1 ,1599-1004,02-393-4944,-
199,민간,-,상급종합병원,서울,서초구,가톨릭대학교서울성모병원,서울 서초구 반포대로 222 ,02-1588-1511,02-537-5271,-
200,민간,-,상급종합병원,서울,성동구,한양대학교병원,서울 성동구 왕십리로 222-1,02-2290-8114,02-2299-2391,-
201,민간,-,상급종합병원,서울,성북구,고려대학교의과대학부속병원(안암병원),서울 성북구 인촌로 73,02-920-5114,02-927-8258,-
202,민간,-,상급종합병원,서울,송파구,서울아산병원,서울 송파구 올림픽로43길 88 ,1688-7575,02-3010-3113,-
203,민간,-,상급종합병원,서울,양천구,이화여자대학교의과대학부속목동병원,서울 양천구 안양천로 1071,02-2650-5114,02-2655-0984,-
204,민간,-,상급종합병원,서울,종로구,강북삼성병원,서울 종로구 새문안로 29,02-2001-1730,02-2001-2117,-
205,민간,-,상급종합병원,부산,부산진구,인제대학교부산백병원,부산 부산진구 복지로 75,051-895-5001 ,051-893-7233,-
206,민간,-,상급종합병원,부산,서구,고신대학교복음병원,부산 서구 감천로 262,051-990-6114 ,051-990-3005,-
207,민간,-,상급종합병원,부산,서구,동아대학교병원,부산 서구 대신공원로 26,051-240-2000,051-247-3180,-
208,민간,-,상급종합병원,대구,남구,대구가톨릭대학교병원,대구 남구 두류공원로17길 33 ,1688-0077 ,053-623-7507,-
209,민간,-,상급종합병원,대구,남구,영남대학교병원,대구 남구 현충로 170,053-623-8001,053-623-0612,-
210,민간,-,상급종합병원,대구,중구,계명대학교동산병원,대구 중구 달성로 56,1577-6622 ,053-250-7795,-
211,민간,-,상급종합병원,인천,남동구,길병원,인천 남동구 남동대로 774번길 21,"1577-2299
시설관리팀(내선3551)",032-460-3417,-
212,민간,-,상급종합병원,인천,부평구,가톨릭대학교인천성모병원,인천 부평구 동수로 56 (부평동 665-8),1544-9004,032-280-5556,-
213,민간,-,상급종합병원,인천,중구,인하대학교의과대학부속병원,인천 중구 인항로 27 (신흥동 3가 7-206),032-890-2114,032-890-2698,-
214,민간,-,상급종합병원,광주,동구,조선대학교병원,광주 동구 필문대로 365 ,062-220-3114 ,062-232-5723,-
215,민간,-,상급종합병원,울산,동구,울산대학교병원,울산 동구 방어진순환도로 877 ,052-250-7000,032-457-2994,-
216,민간,-,상급종합병원,경기,부천시,순천향대학교부속부천병원,경기 부천시 중동 1174,1899-5700,032-621-5662,-
217,민간,-,상급종합병원,경기,수원시,아주대학교병원,경기 수원시 영통구 원천동 산26-6,1688-6114,,-
218,민간,-,상급종합병원,경기,안산시,고려대학교의과대학부속안산병원,경기 안산시 단원구 고잔1동 516,1577-7516,031-412-5659,-
219,민간,-,상급종합병원,경기,안양시,한림대학교성심병원,경기 안양시 동안구 관평로170번길,031-380-1500,031-380-4118,-
220,민간,-,상급종합병원,강원,원주시,연세대학교원주세브란스기독병원,강원 원주시 일산로 20 ,033-741-0114 ,033-742-3245,-
221,민간,-,상급종합병원,충남,천안시,단국대학교병원,충남 천안시 동남구 망향로 201 ,041-1588-0063 ,041-556-0524,-
222,민간,-,상급종합병원,충남,천안시,순천향대학교부속천안병원,충남 천안시 동남구 순천향6길 31 ,041-570-2114 ,041-573-3723,-
223,민간,-,상급종합병원,전북,익산시,원광대학교의과대학병원,전북 익산시 무왕로 895 ,1577-3773 ,063-858-3922,-
224,민간,-,종합병원,서울,강남구,재단법인베스티안재단베스티안서울병원,서울 강남구 도곡로 429 (대치동),02-3452-7575,070-7005-4230,-
225,민간,-,종합병원,서울,강남구,차의과학대학교강남차병원,서울 강남구 논현로 566 (역삼동 606-4 605(2층 일부)),02-3468-3000,02-558-1119,-
226,민간,-,종합병원,서울,강동구,강동경희대학교의대병원,서울 강동구 동남로 892 (상일동),02-440-8114,02-440-6667,-
227,민간,-,종합병원,서울,강동구,성심의료재단강동성심병원,서울 강동구 성안로 150 (길동),02-2224-2114,02-488-0114,-
228,민간,-,종합병원,서울,강북구,의료법인성화의료재단대한병원,서울 강북구 도봉로 301 (수유동 대한병원),02-903-3232,02-995-0770,-
229,민간,-,종합병원,서울,강서구,미즈메디병원,서울 강서구 강서로 295 (내발산동),02-2007-1000,02-2007-1899,-
230,민간,-,종합병원,서울,강서구,부민병원,서울 강서구 공항대로 389 (등촌동),1577-7582,02-2620-0100,-
231,민간,-,종합병원,서울,강서구,우리들병원,서울 강서구 하늘길 70 (과해동),02-2660-7500,02-2660-7662,-
232,민간,-,종합병원,서울,관악구,강남고려병원,서울 관악구 관악로 242 (봉천동),02-874-8001,02-874-8300,-
233,민간,-,종합병원,서울,관악구,에이치플러스양지병원,서울 관악구 남부순환로 1636 (남부순환로 186가길 11),02-887-6001,02-879-1610,-
234,민간,-,종합병원,서울,광진구,혜민병원,서울 광진구 자양로 85 (자양동),02-453-3131,02-453-0747,-
235,민간,-,종합병원,서울,구로구,구로성심병원,서울 구로구 경인로 427 (고척동),02-2067-1500,02-2067-1717,-
236,민간,-,종합병원,서울,금천구,희명병원,서울 금천구 시흥대로 244 (시흥동),02-804-0002,02-895-3070,-
237,민간,-,종합병원,서울,노원구,을지대학교을지병원,서울 노원구 한글비석로 68 (하계동),02-970-8430,02-972-0068,-
238,민간,-,종합병원,서울,노원구,인제대학교상계백병원,서울 노원구 동일로 1342 (상계동),02-950-1114,02-950-1429,-
239,민간,-,종합병원,서울,도봉구,의료법인한전의료재단한일병원,서울 도봉구 우이천로 308 (쌍문동),02-901-3114,02-901-3214,-
240,민간,-,종합병원,서울,동대문구,가톨릭대학교성바오로병원,서울 동대문구 왕산로 180 (전농동),02-958-2114,02-960-4568,-
241,민간,-,종합병원,서울,동대문구,삼육서울병원,서울 동대문구 망우로 82 (휘경동),02-2244-0191,02-2212-2673,-
242,민간,-,종합병원,서울,동대문구,서울성심병원,서울 동대문구 왕산로 259 (청량리동),02-966-1616,02-964-0743,-
243,민간,-,종합병원,서울,서대문구,의료법인동신의료재단동신병원,서울 서대문구 연희로 272 (홍은동),02-396-9161,02-394-2033,-
244,민간,-,종합병원,서울,양천구,홍익병원,서울 양천구 목동로 225 (신정동),02-2693-5555,02-2697-4605,-
245,민간,-,종합병원,서울,영등포구,가톨릭대학교여의도성모병원,서울 영등포구 63로 10 (여의도동),02-3779-1114,02-780-9114,-
246,민간,-,종합병원,서울,영등포구,대림성모병원,서울 영등포구 시흥대로 657 (대림동),02-829-9213,02-831-3098,-
247,민간,-,종합병원,서울,영등포구,명지성모병원,서울 영등포구 도림로 156 (대림동),02-829-7777,02-8297-888,-
248,민간,-,종합병원,서울,영등포구,성애의료재단성애병원,서울 영등포구 여의대방로53길 22 (신길동),02-840-7114,02-840-7755,-
249,민간,-,종합병원,서울,영등포구,씨엠충무병원,서울 영등포구 영등포로36길 13 (영등포동4가),02-2678-0001,02-2678-2175,-
250,민간,-,종합병원,서울,영등포구,한림대학교강남성심병원,서울 영등포구 신길로 1 (대림동),02-829-5017,02-849-4469,-
251,민간,-,종합병원,서울,영등포구,한림대학교한강성심병원,서울 영등포구 버드나루로7길 12 (영등포동7가),02-2639-5012,02-2699-7571,-
252,민간,-,종합병원,서울,용산구,순천향대학교서울병원,서울 용산구 대사관로 59 (한남동),02-709-9114,02-795-3687,-
253,민간,-,종합병원,서울,은평구,의료법인청구성심병원,서울 은평구 통일로 873 (갈현동),02-353-5511,02-389-3129,-
254,민간,-,종합병원,서울,종로구,세란병원,서울 종로구 통일로 256 (무악동),02-737-0181,02-733-5892,-
255,민간,-,종합병원,서울,중구,의료법인제일의료재단제일병원,서울 중구 서애로1길 17 (묵정동),02-2000-7453,02-2000-7477,-
256,민간,-,종합병원,서울,중구,인제대학교서울백병원,서울 중구 마른내로 9 (저동2가),02-2270-0114,02-2270-0449,-
257,민간,-,종합병원,서울,중랑구,녹색병원,서울 중랑구 사가정로49길 53 (면목동),02-490-2000,02-490-2111,-
258,민간,-,종합병원,부산,금정구,침례병원,부산 금정구 금단로 200 (남산동),051-580-2000,051-583-7114,-
259,민간,-,종합병원,부산,남구,부산성모병원,부산 남구 용호로232번길 25-14 (용호동),051-933-7000,051-932-8600,-
260,민간,-,종합병원,부산,동구,의료법인정화의료재단김원묵기념봉생병원,부산 동구 중앙대로 401 (좌천동),051-664-4000,051-664-4059,-
261,민간,-,종합병원,부산,동구,재단법인한호기독교선교회일신기독병원,부산 동구 정공단로 27 (좌천동),051-630-0300,051-630-0342,-
262,민간,-,종합병원,부산,동구,좋은문화병원,부산 동구 범일로 119 (범일동),051-644-2002,051-630-0874,-
263,민간,-,종합병원,부산,동래구,대동병원,부산 동래구 충렬대로 187 (명륜동),051-554-1233,051-553-7575,-
264,민간,-,종합병원,부산,동래구,동래봉생병원,부산 동래구 안연로109번길 27 (안락동),051-531-6000,051-531-6102,-
265,민간,-,종합병원,부산,동래구,의료법인광혜의료재단광혜병원,부산 동래구 충렬대로 96 (온천동),051-503-2111,051-503-2103,-
266,민간,-,종합병원,부산,북구,구포성심병원,부산 북구 낙동대로 1786 (구포동),051-330-2001,051-333-2005,-
267,민간,-,종합병원,부산,북구,의료법인인당의료재단부민병원,부산 북구 만덕대로 59 (덕천동),051-330-3000,051-338-2339,-
268,민간,-,종합병원,부산,사상구,의료법인은성의료재단좋은삼선병원,부산 사상구 가야대로 326 (주례동),051-322-0900,051-316-9295,-
269,민간,-,종합병원,부산,서구,삼육부산병원,부산 서구 대티로 170 (서대신동2가),051-242-9751,051-242-9751,-
270,민간,-,종합병원,부산,수영구,비에이치에스한서병원,부산 수영구 수영로 615 (광안동),051-756-0081,051-751-4372,-
271,민간,-,종합병원,부산,수영구,의료법인은성의료재단좋은강안병원,부산 수영구 수영로 493 (남천동),051-625-0900,051-610-9774,-
272,민간,-,종합병원,부산,영도구,영도병원,부산 영도구 태종로 85 (대교동2가),051-414-8101,051-412-8101,-
273,민간,-,종합병원,부산,영도구,해동병원,부산 영도구 태종로 133 (봉래동3가),051-412-6161,051-413-7764,-
274,민간,-,종합병원,부산,중구,재단법인천주교부산교구유지재단메리놀병원,부산 중구 중구로 121 (대청동4가),051-465-8801,051-465-7470,-
275,민간,-,종합병원,부산,진구,의료법인정선의료재단온종합병원,부산 부산진구 가야대로 721 (당감동),051-607-0114,051-607-0220,-
276,민간,-,종합병원,부산,진구,학교법인춘해병원,부산 부산진구 중앙대로 605 (범천동),051-638-8000,051-645-8991,-
277,민간,-,종합병원,부산,진구,학교법인동의병원,부산 부산진구 양정로 62 ,051-850-8509,051-867-5162,-
278,민간,-,종합병원,부산,해운대구,의료법인인당의료재단해운대부민병원,부산 해운대구 해운대로 584 (우동),051-602-8000,051-741-3874,-
279,민간,-,종합병원,부산,해운대구,인제대학교해운대백병원,부산 해운대구 해운대로 875 (좌동),051-797-0114,051-797-2669,-
280,민간,-,종합병원,대구,달서구,의료법인구의료재단구병원,대구 달서구 감삼북길 141 (감삼동),053-560-9114,053-560-9090,-
281,민간,-,종합병원,대구,동구,대구파티마병원,대구 동구 아양로 99 (신암동),1688-7770,053-954-7417,-
282,민간,-,종합병원,대구,북구,대구가톨릭대학교칠곡가톨릭병원,대구 북구 칠곡중앙대로 440 (읍내동),053-320-2500,053-320-2040,-
283,민간,-,종합병원,대구,수성구,(재)미리내천주성삼성직수도회천주성삼병원,대구 수성구 달구벌대로 3190 (신매동),053-790-1000,053-793-5372,-
284,민간,-,종합병원,대구,중구,의료법인운경의료재단곽병원,대구 중구 국채보상로 531 (수동),053-252-2401,053-253-3017,-
285,민간,-,종합병원,인천,계양구,한림병원,인천 계양구 장제로 722 (작전동),032-540-9114,032-540-9299,-
286,민간,-,종합병원,인천,남구,의료법인인천사랑병원,인천 남구 미추홀대로 726,032-457-2000,032-457-2994,-
287,민간,-,종합병원,인천,남구,현대유비스병원,인천 남구 독배로 503 (숭의동),032-888-7575,032-890-5777,-
288,민간,-,종합병원,인천,동구,의료법인성수의료재단인천백병원,인천 동구 샛골로 214 (송림동),032-765-7070,032-777-7051,-
289,민간,-,종합병원,인천,부평구,부평세림병원,인천 부평구 부평대로 175 (부평동),032-524-0591,032-517-4814,-
290,민간,-,종합병원,인천,서구,가톨릭관동대학교국제성모병원,인천 서구 심곡로100번길 25 (심곡동),1600-8291,032-290-2570,-
291,민간,-,종합병원,인천,서구,검단탑병원,인천 서구 청마로19번길 5 (당하동),032-590-0114,032-590-0160,-
292,민간,-,종합병원,인천,서구,온누리병원,인천 서구 완정로 199,032-567-6200,032-563-2712,-
293,민간,-,종합병원,인천,서구,의료법인루가의료재단나은병원,인천 서구 원적로 23,032-584-0114,032-580-9697,-
294,민간,-,종합병원,인천,서구,의료법인성세의료재단성민병원,인천 서구 신석로 70,032-726-1000,032-726-1099,-
295,민간,-,종합병원,인천,연수구,나사렛국제병원,인천 연수구 먼우금로 98 (연수동),032-435-5111,032-899-9998,-
296,민간,-,종합병원,인천,중구,인천기독병원,인천 중구 답동로30번길 10 (율목동),032-270-8000,032-270-8080,-
297,민간,-,종합병원,광주,광산구,KS병원,광주 광산구 왕버들로 220  (수완동),062-975-9000,062-975-9040,-
298,민간,-,종합병원,광주,광산구,광주수완병원,광주 광산구 임방울대로 370  (수완동),062-954-1111,062-954-8899,-
299,민간,-,종합병원,광주,광산구,신가병원,광주 광산구 목련로 316  (신가동),062-610-8000,062-610-8650,-
300,민간,-,종합병원,광주,광산구,첨단종합병원,광주 광산구 첨단중앙로170번길 59  (쌍암동),062-601-8000,062-601-8699,-
301,민간,-,종합병원,광주,광산구,하남성심병원,광주 광산구 용아로 259  (산정동),062-953-6000,062-953-6636,-
302,민간,-,종합병원,광주,남구,광주기독병원,광주 남구 양림로 37  (양림동),062-650-5000,062-671-7447,-
303,민간,-,종합병원,광주,남구,광주씨티병원,광주 남구 서문대로654번길 5  (진월동),062-460-7000,062-460-7777,-
304,민간,-,종합병원,광주,남구,동아병원,광주 남구 대남대로 238  (백운동),062-650-2500,062-650-2588,-
305,민간,-,종합병원,광주,동구,서남대학교병원,광주 동구 천변우로 415  (불로동),062-224-0671,062-226-4172,-
306,민간,-,종합병원,광주,북구,광주병원,광주 북구 면앙로139번길 51  (두암동),062-260-7106,062-260-7111,-
307,민간,-,종합병원,광주,북구,광주일곡병원,광주 북구 양일로 309  (일곡동),062-608-7000,062-608-7070,-
308,민간,-,종합병원,광주,북구,광주현대병원,광주 북구 설죽로 291  (용봉동),062-570-0114,062-570-0088,-
309,민간,-,종합병원,광주,북구,광주희망병원,광주 북구 하서로 429  (용두동),062-608-6000,062-608-6070,-
310,민간,-,종합병원,광주,북구,운암한국병원,광주 북구 북문대로 191  (운암동),062-608-8000,062-608-8203,-
311,민간,-,종합병원,광주,서구,광주한국병원,광주 서구 월드컵4강로 223  (쌍촌동),062-380-3000,062-380-3333,-
312,민간,-,종합병원,광주,서구,미래로21병원,광주 서구 화운로 1  (화정동),062-450-1000,062-450-1919,-
313,민간,-,종합병원,광주,서구,상무병원,광주 서구 상무자유로 181-7  (치평동),062-600-7000,062-600-7890,-
314,민간,-,종합병원,광주,서구,서광병원,광주 서구 금화로59번길 6  (금호동),062-600-8000,062-600-8112,-
315,민간,-,종합병원,광주,서구,서남대학교남광병원,광주 서구 신기길 18  (마륵동),062-371-0061,062-371-3092,-
316,민간,-,종합병원,대전,동구,대전한국병원,대전 동구 동서대로 1672  (성남동),042-606-1000,042-606-1999,-
317,민간,-,종합병원,대전,서구,대청병원,대전 서구 계백로 1322 (정림동),042-1899-6075,042-589-6879,-
318,민간,-,종합병원,대전,서구,학교법인을지학원을지대학교병원,대전 서구 둔산서로 95 (둔산동),042-611-3000,042-259-1111,-
319,민간,-,종합병원,대전,서구,학교법인건양학원건양대학교병원,대전 서구 관저동로 158 (관저동),042-600-9999,042-600-9090,-
320,민간,-,종합병원,대전,유성구,의료법인영훈의료재단유성선병원,대전 유성구 북유성대로 93 (지족동),042-609-1000,042-823-3331,-
321,민간,-,종합병원,대전,중구,의료법인영훈의료재단대전선병원,대전 중구 목중로 29 (목동),042-220-8114,042-252-5505,-
322,민간,-,종합병원,대전,중구,가톨릭대학교대전성모병원,대전 중구 대흥로 64 (대흥동),042-220-9035,042-252-6807,-
323,민간,-,종합병원,울산,남구,의료법인은성의료재단좋은삼정병원,울산 남구 북부순환도로 51 (무거동),052-220-7500,052-220-7766,-
324,민간,-,종합병원,울산,남구,의료법인정안의료재단중앙병원,울산 남구 문수로480번길 10 (신정동),052-226-1100,052-226-1199,-
325,민간,-,종합병원,울산,남구,의료법인혜명심의료재단울산병원,울산 남구 월평로171번길 13 (신정동),052-259-5000,052-259-5110,-
326,민간,-,종합병원,울산,북구,울산시티병원,울산 북구 산업로 1007 (연암동),052-280-9000,052-280-9111,-
327,민간,-,종합병원,울산,울주군,서울산보람병원,울산 울주군 삼남면 중평로 53,052-255-7114,052-255-7200,-
328,민간,-,종합병원,울산,중구,의료법인동강의료재단동강병원,울산 중구 태화로 239 (태화동),052-241-1114,052-241-1180,-
329,민간,-,종합병원,경기,고양시,동국대학교일산불교병원,경기 고양시 일산동구 동국로 27 (식사동 동국대학교일산병원),031-961-7000,031-961-9339,-
330,민간,-,종합병원,경기,고양시,의료법인명지의료재단명지병원,경기 고양시 덕양구 화수로14번길 55 (화정동),031-810-5114,031-810-5035,-
331,민간,-,종합병원,경기,고양시,인제대학교일산백병원,경기 고양시 일산서구 주화로 170 (대화동),031-910-7114,031-910-7518,-
332,민간,-,종합병원,경기,광명시,광명성애병원,경기 광명시 디지털로 36 (철산동),02-2680-7132,02-2680-7755,-
333,민간,-,종합병원,경기,광주시,참조은병원,경기 광주시 광주대로 45 (경안동),031-767-7575,031-762-4774,-
334,민간,-,종합병원,경기,구리시,한양대학교구리병원,경기 구리시 경춘로 153 (교문동),031-560-2565, 031-560-2172,-
335,민간,-,종합병원,경기,군포시,원광대학교의과대학산본병원,경기 군포시 산본로 321 (산본동),031-390-2300,031-398-2223,-
336,민간,-,종합병원,경기,군포시,지샘병원,경기 군포시 군포로 591 (당동 (G샘병원)군포샘병원),031-389-3000,031-389-3785,-
337,민간,-,종합병원,경기,김포시,의료법인우리의료재단김포우리병원,경기 김포시 감암로 11 (걸포동),031-999-1000,031-999-1899,-
338,민간,-,종합병원,경기,김포시,의료법인인봉의료재단뉴고려병원,경기 김포시 김포한강3로 283 (장기동),031-980-9114,031-982-9800,-
339,민간,-,종합병원,경기,남양주시,남양주한양병원,경기 남양주시 오남읍 양지로 47-55,031-510-0114,031-510-0166,-
340,민간,-,종합병원,경기,남양주시,남양주우리병원,경기 남양주시 오남읍 진건오남로797번길 9,031-570-1000,031-570-1004,-
341,민간,-,종합병원,경기,남양주시,현대병원,경기 남양주시 진접읍 봉현로 21,031-574-9118,031-572-1462,-
342,민간,-,종합병원,경기,부천시,가톨릭대학교부천성모병원,경기 부천시 소사로 327 (소사동),1577-0675,032-340-2255,-
343,민간,-,종합병원,경기,부천시,부천대성병원,경기 부천시 부천로 91 (심곡동),032-652-0141,032-662-4797,-
344,민간,-,종합병원,경기,부천시,의료법인대인의료재단다니엘종합병원,경기 부천시 중동로 361 (약대동),032-670-0001,032-678-7355,-
345,민간,-,종합병원,경기,부천시,의료법인혜원의료재단세종병원,경기 부천시 호현로489번길 28 (소사본동),032-340-1114,032-349-3005,-
346,민간,-,종합병원,경기,성남시,대진의료재단분당제생병원,경기 성남시 분당구 서현로180번길 20 (서현동),031-779-0411,031-779-0404,-
347,민간,-,종합병원,경기,성남시,분당서울대학교병원,경기 성남시 분당구 구미로173번길 82 (구미동),031-787-2114,031-787-4020,-
348,민간,-,종합병원,경기,성남시,성남중앙병원,경기 성남시 중원구 산성대로476번길 12 (금광동),031-743-3000,031-743-3009,-
349,민간,-,종합병원,경기,성남시,순천의료재단정병원,경기 성남시 수정구 수정로 76 (수진동),031-757-8900,031-753-8546,-
350,민간,-,종합병원,경기,성남시,차의과학대학교분당차병원,경기 성남시 분당구 야탑로 59 (야탑동),031-780-5000,031-780-4800,-
351,민간,-,종합병원,경기,수원시,의료법인녹산의료재단동수원병원,경기 수원시 팔달구 중부대로 165 (우만동),031-210-0114,031-211-5145,-
352,민간,-,종합병원,경기,수원시,가톨릭대학교성빈센트병원,경기 수원시 팔달구 중부대로 93 (지동),1577-8588,031-248-5520,-
353,민간,-,종합병원,경기,시흥시,시화병원,경기 시흥시 옥구천서로 337 (정왕동),031-432-2600,031-497-5119,-
354,민간,-,종합병원,경기,시흥시,의료법인녹향의료재단신천연합병원,경기 시흥시 복지로 57 (대야동),031-310-6300,031-310-6400,-
355,민간,-,종합병원,경기,시흥시,의료법인석경의료재단센트럴병원,경기 시흥시 공단1대로 237 (정왕동),031-8041-3000,031-8041-3041,-
356,민간,-,종합병원,경기,안산시,단원병원,경기 안산시 단원구 원포공원1로 20 (초지동),031-8040-6600,031-8040-5551,-
357,민간,-,종합병원,경기,안산시,대아의료재단한도병원,경기 안산시 단원구 선부광장로 103 (선부동),031-8040-1114,031-485-0111,-
358,민간,-,종합병원,경기,안양시,인산의료재단메트로병원,경기 안양시 만안구 명학로33번길 8 (안양동),031-467-9000,031-467-9887,-
359,민간,-,종합병원,경기,안양시,한성병원,경기 안양시 동안구 경수대로 525 (호계동),031-452-0011,031-457-1866,-
360,민간,-,종합병원,경기,안양시,효산의료재단안양샘병원,경기 안양시 만안구 삼덕로 9 (안양동),031-467-9391,031-449-0151,-
361,민간,-,종합병원,경기,오산시,다나병원,경기 오산시 오산로 307 (오산동),1544-5355,031-831-5606,-
362,민간,-,종합병원,경기,오산시,오산한국병원,경기 오산시 밀머리로1번길 16 (원동),031-379-8300,031-379-8350,-
363,민간,-,종합병원,경기,용인시,(의)영문의료재단다보스병원,경기 용인시 처인구 백옥대로1082번길 1082-18 (김량장동),031-8021-2000,031-8021-2098,-
364,민간,-,종합병원,경기,용인시,강남병원,경기 용인시 기흥구 중부대로 411 (신갈동),031-300-0174,031-305-7000,-
365,민간,-,종합병원,경기,용인시,연세대학교의과대학용인세브란스종합병원,경기 용인시 처인구 금학로 225 (역북동),031-335-5552,031-335-5551,-
366,민간,-,종합병원,경기,의정부시,가톨릭대학교의정부성모병원,경기 의정부시 천보로 271 (금오동),031-820-3000,031-847-8077,-
367,민간,-,종합병원,경기,의정부시,의료법인영동의료재단의정부백병원,경기 의정부시 금신로 322 (신곡동),031-856-8111,031-842-1588,-
368,민간,-,종합병원,경기,평택시,의료법인박애의료재단박애병원,경기 평택시 평택2로20번길 3 (평택동),031-652-2121,031-652-2120,-
369,민간,-,종합병원,경기,평택시,의료법인양진의료재단평택성모병원,경기 평택시 평택로 284 (세교동),031-1800-8800,031-522-0582,-
370,민간,-,종합병원,경기,평택시,의료법인대정의료재단평택병원,경기 평택시 정암로 78-14 (이충동),031-615-9800,031-315-9940,-
371,민간,-,종합병원,경기,평택시,의료법인백송의료재단굿모닝병원,경기 평택시 중앙로 338 (합정동),031-652-2981,031-652-2986,-
372,민간,-,종합병원,경기,포천시,의료법인일심의료재단우리병원,경기 포천시 소흘읍 호국로 661,031-542-0222,031-541-0129,-
373,민간,-,종합병원,경기,화성시,화성중앙종합병원,경기 화성시 향남읍 발안로 5,031-352-8114,031-352-7582,-
374,민간,-,종합병원,경기,화성시,한림대학교동탄성심병원,경기 화성시 큰재봉길 7 (석우동),031-8086-3000,031-8086-2029,-
375,민간,-,종합병원,강원,강릉시,강릉아산병원,강원 강릉시 사천면 방동길 38,033-610-3114,033-610-3111,-
376,민간,-,종합병원,강원,강릉시,의료법인강릉동인병원,강원 강릉시 강릉대로419번길 42,033-650-6113,033-651-6218,-
377,민간,-,종합병원,강원,강릉시,의산의료재단강릉고려병원,강원 강릉시 옥가로 30,033-642-1988,033-649-0220,-
378,민간,-,종합병원,강원,동해시,의료법인동해동인병원,강원 동해시 하평로 26,033-530-0114,033-533-6151,-
379,민간,-,종합병원,강원,속초시,속초보광병원,강원 속초시 중앙로 11,033-639-8632,033-639-8998,-
380,민간,-,종합병원,강원,춘천시,한림대학교부속춘천성심병원,강원 춘천시 삭주로 77,033-252-9970,033-255-6244,-
381,민간,-,종합병원,강원,홍천군,홍천아산병원,강원 홍천군 홍천읍 산림공원1길 17,033-430-5104,033-430-5616,-
382,민간,-,종합병원,충북,옥천군,의료법인힐링의료재단옥천성모병원,충북 옥천군 옥천읍 성왕로 1195,043-730-7000,043-730-7100,-
383,민간,-,종합병원,충북,제천시,의료법인자산의료재단제천서울병원,충북 제천시 숭문로 57  (서부동),043-642-7606,043-643-5450,-
384,민간,-,종합병원,충북,제천시,의료법인명지의료재단명지병원,충북 제천시 내토로 991,043-640-8114,043-640-8385,-
385,민간,-,종합병원,충북,진천군,의료법인건명의료재단진천성모병원,충북 진천군 진천읍 중앙북로 36,043-533-1711,043-533-9258,-
386,민간,-,종합병원,충북,청주시,의료법인인화재단한국병원,충북 청주시 상당구 단재로 106 (영운동),043-222-6170,043-255-7007,-
387,민간,-,종합병원,충북,청주시,의료법인정산의료재단효성병원,충북 청주시 상당구 쇠내로 16 (금천동),043-221-5000,043-221-4005,-
388,민간,-,종합병원,충북,청주시,의료법인한마음의료재단하나병원,충북 청주시 흥덕구 2순환로 1262 (가경동),043-230-6114,043-235-5300,-
389,민간,-,종합병원,충북,청주시,청주성모병원,충북 청주시 청원구 주성로 173-19 (주중동),043-219-8000,043-215-5001,-
390,민간,-,종합병원,충북,충주시,건국대학교충주병원,충북 충주시 국원대로 82,043-840-8200,043-840-8961,-
391,민간,-,종합병원,충남,논산시,의료법인백제병원,충남 논산시 시민로294번길 14 (취암동),041-730-8888,041-733-2197,-
392,민간,-,종합병원,충남,당진시,당진종합병원,충남 당진시 반촌로 5-15 (시곡동),041-357-0100,041-357-0203,-
393,민간,-,종합병원,충남,보령시,재단법인아산사회복지재단부속보령아산병원,충남 보령시 죽성로 136 (죽정동),041-930-5114,041-934-3292,-
394,민간,-,종합병원,충남,서산시,서산중앙병원,충남 서산시 수석산업로 5(수석동),041-661-1000,041-661-1169,-
395,민간,-,종합병원,충남,아산시,아산충무병원,충남 아산시 문화로 381  (모종동),041-570-5470,041-536-6567,-
396,민간,-,종합병원,충남,예산군,예산종합병원,충남 예산군 예산읍 금오대로 94,041-330-4000,041-333-4017,-
397,민간,-,종합병원,충남,천안시,의료법인영서의료재단천안충무병원,충남 천안시 서북구 다가말3길 8 (쌍용동),041-570-7555,041-570-7642,-
398,민간,-,종합병원,전북,고창군,의료법인석천재단고창병원,전북 고창군 고창읍 화신1길 9,053-560-5600,063-563-4549,-
399,민간,-,종합병원,전북,군산시,의료법인오성의료재단동군산병원,전북 군산시 조촌로 149  (조촌동),063-440-0300,063-440-0652,-
