"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3010000","3010000-102-1974-02672","19740406","","03","폐업","02","폐업","20040203","","","","0222676108","1054.54","100845","서울특별시 중구 을지로2가 101-1번지 ","","","판.코리아","20030707000000","I","2018-08-31 23:59:59.0","고고(디스코)클럽","198991.480652031    ","451591.912071216    ","고고(디스코)클럽","0","0","기타","기타","상수도전용","","","","","","","","","N","1054.54","","",""
"3010000","3010000-102-1985-02423","19851031","","03","폐업","02","폐업","19910605","","","","0207779292","17.18","100142","서울특별시 중구 의주로2가 4-0번지 ","","","람보치킨","20011008000000","I","2018-08-31 23:59:59.0","간이주점","","","간이주점","0","0","기타","지도","상수도전용","","","","","","","","","N","17.18","","",""
"3010000","3010000-102-1985-02653","19851012","","03","폐업","02","폐업","19960726","","","","02 7711000","542.36","100070","서울특별시 중구 소공동 1-0번지 ","","","아나벨스","20011008000000","I","2018-08-31 23:59:59.0","관광호텔나이트(디스코)","198259.65357739     ","451392.198218657    ","관광호텔나이트(디스코)","5","8","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","542.36","","",""
"3010000","3010000-102-1985-02469","19850916","","03","폐업","02","폐업","19940207","","","","0207781141","10.00","100080","서울특별시 중구 북창동 5-2번지 ","","","남강","20011008000000","I","2018-08-31 23:59:59.0","요정","198046.688657304    ","451252.800087721    ","요정","0","0","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","10","","",""
"3010000","3010000-102-1985-02541","19850830","","03","폐업","02","폐업","19920509","","","","0201768800","120.76","100372","서울특별시 중구 만리동2가 22-2번지 ","","","서울.서울","20011221000000","I","2018-08-31 23:59:59.0","비어(바)살롱","196888.387871053    ","450237.029417625    ","비어(바)살롱","4","6","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","120.76","","",""
"3010000","3010000-102-1985-02605","19850830","","03","폐업","02","폐업","19930120","","","","0201768800","149.80","100861","서울특별시 중구 충무로2가 65-5번지 ","","","따봉","20011008000000","I","2018-08-31 23:59:59.0","극장식당","198670.8463656      ","451001.187885886    ","극장식당","7","8","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","149.8","","",""
"3010000","3010000-102-1985-02508","19850829","","03","폐업","02","폐업","19990430","","","","02","95.20","100080","서울특별시 중구 북창동 111-2번지 ","","","베이스캠프","20011008000000","I","2018-08-31 23:59:59.0","룸살롱","197975.542794467    ","451036.126342809    ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","95.2","","",""
"3010000","3010000-102-1985-02560","19850827","","03","폐업","02","폐업","20120517","","","","0222351080","130.56","100870","서울특별시 중구 황학동 1205-0번지 ","서울특별시 중구 마장로 89 (황학동)","04574","미터스유","20011008000000","I","2018-08-31 23:59:59.0","스텐드바","201682.714803667    ","451801.208127592    ","스텐드바","0","0","기타","기타","상수도전용","","","","","","","","","N","130.56","","",""
"3010000","3010000-102-1999-02626","19850827","","03","폐업","02","폐업","20011015","","","","0222664353","132.07","100861","서울특별시 중구 충무로2가 50-5번지 ","","","쌍떼","20021120000000","I","2018-08-31 23:59:59.0","극장식당","199037.825320441    ","451103.680774888    ","극장식당","5","8","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","132.07","","",""
"3010000","3010000-102-1985-02604","19850827","","03","폐업","02","폐업","19920509","","","","0201768800","601.32","100868","서울특별시 중구 황학동 118-0번지 ","","","정석기업-주-칼시","20011008000000","I","2018-08-31 23:59:59.0","극장식당","201632.113434147    ","451800.856699532    ","극장식당","0","0","아파트지역","지도","상수도전용","","","","","","","","","N","601.32","","",""
"3010000","3010000-102-1985-02603","19850827","","03","폐업","02","폐업","19911230","","","","0201768800","94.32","100861","서울특별시 중구 충무로2가 51-15번지 ","","","로얄","20011008000000","I","2018-08-31 23:59:59.0","극장식당","199034.527731993    ","451069.258542595    ","극장식당","0","0","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","94.32","","",""
"3010000","3010000-102-1999-12130","19990730","","03","폐업","02","폐업","20000718","","","","02 7557711","62.64","100080","서울특별시 중구 북창동 66-0번지 ","","","초심","20000719000000","I","2018-08-31 23:59:59.0","룸살롱","197967.218104208    ","451154.283066178    ","룸살롱","0","0","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","62.64","","",""
"3010000","3010000-102-2000-12518","20000121","","03","폐업","02","폐업","20060217","","","","02 7528006","73.81","100864","서울특별시 중구 태평로2가 68-1번지 ","","","월드컵","20031218000000","I","2018-08-31 23:59:59.0","룸살롱","197905.900633572    ","451235.373780637    ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","73.81","","",""
"3010000","3010000-102-1979-02678","19790106","","03","폐업","02","폐업","19870813","","","","0207522205","402.92","100858","서울특별시 중구 중림동 125-0번지 ","","","초원의집","20011008000000","I","2018-08-31 23:59:59.0","카바레","197105.004965738    ","450686.159410381    ","카바레","5","9","유흥업소밀집지역","지도","상수도(음용)지하수(주방용)겸용","","","","","","","","","N","402.92","","",""
"3010000","3010000-102-2000-13370","20001220","","03","폐업","02","폐업","20050302","","","","02","39.37","100080","서울특별시 중구 북창동 94-10번지 2층 ","","","노틀담","20030902000000","I","2018-08-31 23:59:59.0","룸살롱","197971.241548398    ","451117.829964499    ","룸살롱","0","0","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","39.37","","",""
"3010000","3010000-102-1986-02461","19860603","","03","폐업","02","폐업","19920228","","","","0202759656","162.56","100340","서울특별시 중구 산림동 207-1번지 ","","","가야궁","20011008000000","I","2018-08-31 23:59:59.0","룸살롱","199521.200809167    ","451751.424132583    ","룸살롱","0","0","기타","갑","상수도전용","","","","","","","","","N","162.56","","",""
"3010000","3010000-102-1999-11973","19990527","","03","폐업","02","폐업","20031212","","","","02 7737671","43.88","100864","서울특별시 중구 태평로2가 68-8번지 지상1층 ","","","여명","20020214000000","I","2018-08-31 23:59:59.0","룸살롱","197905.659155249    ","451216.395030151    ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","43.88","","",""
"3010000","3010000-102-2000-12873","20000609","","03","폐업","02","폐업","20060623","","","","0222757686","70.40","100015","서울특별시 중구 충무로5가 59-1번지 ","","","백궁","20000609000000","I","2018-08-31 23:59:59.0","룸살롱","","","룸살롱","0","0","기타","기타","","","","","","","","","","N","70.4","","",""
"3010000","3010000-102-2000-13233","20000522","","03","폐업","02","폐업","20181126","","","","02 7559747","56.15","100080","서울특별시 중구 북창동 120-2번지 ","서울특별시 중구 남대문로1길 14 (북창동)","04526","초원의집","20181126142037","U","2018-11-28 02:40:00.0","룸살롱","197955.236640395    ","451040.221149651    ","룸살롱","","","","","","","","","","","","","","N","56.15","","",""
"3010000","3010000-102-2000-13385","20000522","","03","폐업","02","폐업","20060410","","","","7537111","80.75","100170","서울특별시 중구 무교동 21-3번지 ","","","브로드웨이 바","20040601000000","I","2018-08-31 23:59:59.0","룸살롱","198109.617344821    ","451640.773996802    ","룸살롱","0","0","","","상수도전용","","","","","","","","","N","80.75","","",""
"3010000","3010000-102-2000-12818","20000516","","03","폐업","02","폐업","20110607","","","","02 7737217","58.54","100864","서울특별시 중구 태평로2가 69-1번지 2층 ","","","누리","20110607134859","I","2018-08-31 23:59:59.0","룸살롱","197904.611068991    ","451181.559972944    ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","58.54","","",""
"3010000","3010000-102-2000-12787","20000429","","03","폐업","02","폐업","20130515","","","","02 7731452","92.64","100080","서울특별시 중구 북창동 104번지 2층 ","서울특별시 중구 남대문로1길 26-10 2층 (북창동)","04526","시카고","20121220153316","I","2018-08-31 23:59:59.0","룸살롱","197986.895692742    ","451089.662576161    ","룸살롱","0","0","","","","","","","","","","","","N","92.64","","",""
"3010000","3010000-102-2000-12776","20000425","","03","폐업","02","폐업","20110503","","","","0222652817","68.84","100281","서울특별시 중구 인현동1가 141-2번지 ","","","엔돌핀노래바","20110503165421","I","2018-08-31 23:59:59.0","룸살롱","199336.009340872    ","451201.823851272    ","룸살롱","0","0","","","상수도전용","","","","","","","","","N","68.84","","",""
"3010000","3010000-102-2000-12671","20000316","","03","폐업","02","폐업","20140602","","","","0222737728","84.75","100015","서울특별시 중구 충무로5가 76-2번지 ","서울특별시 중구 퇴계로 238 (충무로5가)","04624","다이애나","20110228113421","I","2018-08-31 23:59:59.0","룸살롱","199768.512299332    ","451071.022960139    ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","84.75","","",""
"3010000","3010000-102-2000-12669","20000315","","03","폐업","02","폐업","20060529","","","","02 7760705","109.32","100180","서울특별시 중구 다동 156-0번지 ","","","원타임","20040827000000","I","2018-08-31 23:59:59.0","룸살롱","","","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","109.32","","",""
"3010000","3010000-102-2000-12666","20000314","","03","폐업","02","폐업","20080528","","","","02 7772451","190.16","100842","서울특별시 중구 을지로1가 32-0번지 ","","","아시나요노래방주점","20060221000000","I","2018-08-31 23:59:59.0","룸살롱","198118.88012816     ","451614.362900051    ","룸살롱","0","0","","","","","","","","","","","","N","190.16","","",""
"3010000","3010000-102-2000-13384","20000311","","03","폐업","02","폐업","20041104","","","","","31.20","100080","서울특별시 중구 북창동 14-5번지 지상2층 ","","","로데오","20031210000000","I","2018-08-31 23:59:59.0","룸살롱","198019.342041446    ","451266.082254663    ","룸살롱","0","0","","","상수도전용","","","","","","","","","N","31.2","","",""
"3010000","3010000-102-2000-12656","20000309","","03","폐업","02","폐업","20110330","","","","0222382240","135.23","100868","서울특별시 중구 황학동 73-1번지 ","","","털보","20110405142611","I","2018-08-31 23:59:59.0","룸살롱","201637.855135326    ","451945.75542127     ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","135.23","","",""
"3010000","3010000-102-2000-12651","20000308","","03","폐업","02","폐업","20110330","","","","02 3583293","61.23","100180","서울특별시 중구 다동 185-1번지 2 ","","","캔디","20110405145826","I","2018-08-31 23:59:59.0","룸살롱","","","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","61.23","","",""
"3010000","3010000-102-2000-12609","20000223","","03","폐업","02","폐업","20010105","","","","02 7332274","63.28","100101","서울특별시 중구 태평로1가 31-20번지 28 ","","","쇼걸","20010105000000","I","2018-08-31 23:59:59.0","룸살롱","198022.130293091    ","451685.721483045    ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","63.28","","",""
"3010000","3010000-102-2000-12601","20000221","","03","폐업","02","폐업","20000712","","","","02 7730626","55.25","100093","서울특별시 중구 남대문로3가 86-0번지 ","","","르네상스","20000713000000","I","2018-08-31 23:59:59.0","룸살롱","197966.064000292    ","450990.348900794    ","룸살롱","0","0","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","55.25","","",""
"3010000","3010000-102-2000-13381","20001223","","03","폐업","02","폐업","20051222","","","","02 7712290","88.50","100180","서울특별시 중구 다동 128-0번지 ","","","워싱턴","20050912000000","I","2018-08-31 23:59:59.0","룸살롱","198275.00158154     ","451692.325223617    ","룸살롱","0","0","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","88.5","","",""
"3010000","3010000-102-2000-13341","20001211","","03","폐업","02","폐업","20170703","","","","0222779644","81.74","100866","서울특별시 중구 필동1가 3-6번지 지하1층 ","서울특별시 중구 수표로2길 22 (필동1가)","04554","잠수함","20170703105542","I","2018-08-31 23:59:59.0","룸살롱","199215.980905399    ","451084.356972474    ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","81.74","","",""
"3010000","3010000-102-2000-12585","20000217","","03","폐업","02","폐업","20050311","","","","02 7788898","42.39","100842","서울특별시 중구 을지로1가 46-2번지 ","","","서울","20040120000000","I","2018-08-31 23:59:59.0","룸살롱","198156.646012522    ","451581.600897308    ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","42.39","","",""
"3010000","3010000-102-2000-13190","20001004","","03","폐업","02","폐업","20050502","","","","02 7557711","95.00","100080","서울특별시 중구 북창동 66-0번지 ","","","소주군 노래양","20041129000000","I","2018-08-31 23:59:59.0","룸살롱","197967.218104208    ","451154.283066178    ","룸살롱","0","0","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","95","","",""
"3010000","3010000-102-2000-13230","20001116","","03","폐업","02","폐업","20060711","","","","0222662151","82.32","100282","서울특별시 중구 인현동2가 73-1번지 ","","","미라보","20011215000000","I","2018-08-31 23:59:59.0","룸살롱","199550.506270874    ","451392.219693582    ","룸살롱","2","3","기타","기타","상수도전용","","","","","","","","","N","82.32","","",""
"3010000","3010000-102-2000-13227","20001113","","03","폐업","02","폐업","20050830","","","","02 7770003","74.93","100080","서울특별시 중구 북창동 99-3번지 지상2-3층 ","","","여인도시","20050517000000","I","2018-08-31 23:59:59.0","룸살롱","197947.651248415    ","451086.959841726    ","룸살롱","0","0","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","74.93","","",""
"3010000","3010000-102-2000-13220","20001109","","03","폐업","02","폐업","20100326","","","","02 7530590","79.81","100093","서울특별시 중구 남대문로3가 88-0번지 ","","","폭스룸","20100318180114","I","2018-08-31 23:59:59.0","룸살롱","197987.765690806    ","450996.805022535    ","룸살롱","0","0","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","79.81","","",""
"3010000","3010000-102-2000-12576","20000216","","03","폐업","02","폐업","20051129","","","","02 7552657","59.60","100080","서울특별시 중구 북창동 85번지 지상1-2층 ","","","빠삐용","20011115000000","I","2018-08-31 23:59:59.0","룸살롱","198013.079298434    ","451164.264014442    ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","59.6","","",""
"3010000","3010000-102-2000-12556","20000207","","03","폐업","02","폐업","20041117","","","","02 7768444","43.67","100080","서울특별시 중구 북창동 135-1번지 ","","","뉴월드","20030829000000","I","2018-08-31 23:59:59.0","룸살롱","197953.683533886    ","451012.7803763      ","룸살롱","0","0","유흥업소밀집지역","우수","","","","","","","","","","N","43.67","","",""
"3010000","3010000-102-2000-13185","20001002","","03","폐업","02","폐업","20020404","","","","02 7558006","85.21","100080","서울특별시 중구 북창동 94-18번지 ","","","포인트","20010416000000","I","2018-08-31 23:59:59.0","룸살롱","198005.197723603    ","451074.25491004     ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","85.21","","",""
"3010000","3010000-102-2000-13165","20000925","","03","폐업","02","폐업","20060511","","","","02 7574856","80.57","100080","서울특별시 중구 북창동 103-1번지 ","","","코리아나","20041202000000","I","2018-08-31 23:59:59.0","룸살롱","","","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","80.57","","",""
"3010000","3010000-102-2000-13143","20000916","","03","폐업","02","폐업","20020506","","","","02 7538342","94.48","100080","서울특별시 중구 북창동 118-0번지 119-0 ","","","로마","20020725000000","I","2018-08-31 23:59:59.0","룸살롱","197958.262545842    ","451056.146350148    ","룸살롱","0","0","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","94.48","","",""
"3010000","3010000-102-2000-13140","20000914","","03","폐업","02","폐업","20071116","","","","02 7770347","166.83","100180","서울특별시 중구 다동 170-1번지 ","","","바나나","20060802000000","I","2018-08-31 23:59:59.0","룸살롱","198178.211981516    ","451722.239559759    ","룸살롱","0","0","","","상수도전용","","","","","","","","","N","166.83","","",""
"3010000","3010000-102-2000-13121","20000904","","03","폐업","02","폐업","20030821","","","","02 7796645","55.15","100800","서울특별시 중구 남대문로5가 6-11번지 외1필지 ","","","또와","20020128000000","I","2018-08-31 23:59:59.0","룸살롱","197544.220510978    ","450668.786581745    ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","55.15","","",""
"3010000","3010000-102-2000-13105","20000829","","03","폐업","02","폐업","20100414","","","","02 3197666","144.13","100861","서울특별시 중구 충무로2가 62-9번지 ","","","아이앤유(I&you)","20090615144351","I","2018-08-31 23:59:59.0","룸살롱","198814.884440598    ","451003.686958642    ","룸살롱","","","","","상수도전용","","","","","","","","","N","144.13","","",""
"3020000","3020000-102-2002-00004","20000603","","03","폐업","02","폐업","20140529","","","","0232116975","28.80","140821","서울특별시 용산구 동자동 43-37번지 ","서울특별시 용산구 한강대로 351-1 (동자동 43-37 지상1층)","04320","홍재","20130404102421","I","2018-08-31 23:59:59.0","카바레","197415.273841519    ","449711.639432389    ","카바레","","","","","","","","","","","","","","N","28.8","","",""
"3020000","3020000-102-2000-07733","20000522","","03","폐업","02","폐업","20070731","","","","0232729185","39.76","140170","서울특별시 용산구 동자동 43-32번지 168170(지상1층) ","","","미인강촌","20070119000000","I","2018-08-31 23:59:59.0","간이주점","197420.086141964    ","449757.093478161    ","간이주점","0","0","기타","기타","","","","","","","","","","N","39.76","","",""
"3020000","3020000-102-1989-03528","19891004","","03","폐업","02","폐업","19990805","","","","02 7169011","934.95","140879","서울특별시 용산구 한강로3가 16-48번지 96 ","","","카니발 성인크럽","19990805000000","I","2018-08-31 23:59:59.0","스텐드바","196147.046126753    ","447779.858291805    ","스텐드바","5","15","기타","갑","상수도전용","","","","","","","","","N","934.95","","",""
"3020000","3020000-102-1988-03549","19881216","","03","폐업","02","폐업","20160523","","","","02 7908285","1111.66","140210","서울특별시 용산구 한남동 737-25번지 3234 (지하1층) ","서울특별시 용산구 이태원로 221 (한남동3234 (지하1층))","04349","밤과음악사이 가요리믹스 아이피부띠끄호텔점","20141013134145","I","2018-08-31 23:59:59.0","고고(디스코)클럽","199774.471653899    ","448110.566487329    ","고고(디스코)클럽","","","","","","","","","","","","","","N","1111.66","","",""
"3020000","3020000-102-1988-03512","19881104","","03","폐업","02","폐업","20160412","","","","0207190155","844.37","140879","서울특별시 용산구 한강로3가 16-85번지 (지하1층) ","서울특별시 용산구 이촌로 1 (한강로3가(지하1층))","04373","제우스","20160412093233","I","2018-08-31 23:59:59.0","스텐드바","196005.836412851    ","447699.758814725    ","스텐드바","6","21","기타","지도","상수도전용","","","","","","","","","N","844.37","","",""
"3020000","3020000-102-1988-03548","19880923","","03","폐업","02","폐업","20131204","","","","02 7920161","2023.34","140860","서울특별시 용산구 이태원동 22-76번지 (지하23층) ","","","청춘","20131120161057","I","2018-08-31 23:59:59.0","관광호텔나이트(디스코)","199337.628628981    ","447413.487156381    ","관광호텔나이트(디스코)","","","","","","","","","","","","","","N","2023.34","","",""
"3020000","3020000-102-1988-03550","19880511","","03","폐업","02","폐업","20070709","","","","02 7963356","647.40","140863","서울특별시 용산구 이태원동 119-25번지 (지하2층) ","","","케이지(cage)","20070119000000","I","2018-08-31 23:59:59.0","관광호텔나이트(디스코)","199363.595799729    ","448050.926289223    ","관광호텔나이트(디스코)","0","0","","","","","","","","","","","","N","647.4","","",""
"3020000","3020000-102-1987-03539","19871228","","03","폐업","02","폐업","20060515","","","","02 7922953","85.86","140872","서울특별시 용산구 한강로2가 140-0번지 ","","","천지","20050112000000","I","2018-08-31 23:59:59.0","룸살롱","197230.47555354     ","447574.960080544    ","룸살롱","0","0","기타","을","상수도전용","","","","","","","","","N","85.86","","",""
"3020000","3020000-102-1986-03545","19861230","","03","폐업","02","폐업","20060622","","","","02 7963664","166.77","140875","서울특별시 용산구 한강로2가 225-1번지 ","","","일번가 미인크럽","20050112000000","I","2018-08-31 23:59:59.0","고고(디스코)클럽","197012.076498904    ","447279.469998459    ","고고(디스코)클럽","4","5","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","166.77","","",""
"3020000","3020000-102-1978-03561","19780602","","03","폐업","02","폐업","20181112","","","","","171.27","140892","서울특별시 용산구 한남동 683-137번지 (지상4층) ","서울특별시 용산구 이태원로 258 (한남동(지상4층))","04400","연가","20181108180213","U","2018-11-10 02:37:20.0","스텐드바","200051.482987952    ","448360.483775726    ","스텐드바","0","0","","","","","","","","","","","","N","171.27","","",""
"3020000","3020000-102-1977-03533","19770801","","03","폐업","02","폐업","20090120","","","","02 7973353","41.82","140853","서울특별시 용산구 이촌동 300-19번지 (지하1층) ","","","이지","20080306135432","I","2018-08-31 23:59:59.0","스텐드바","197951.289653971    ","446252.339785985    ","스텐드바","1","2","주택가주변","을","상수도전용","","","","","","","","","N","41.82","","",""
"3020000","3020000-102-1977-03543","19770608","","03","폐업","02","폐업","20041025","","","","0207940095","1.00","140853","서울특별시 용산구 이촌동 300-19번지 ","","","스테이지","20010927000000","I","2018-08-31 23:59:59.0","스텐드바","197951.289653971    ","446252.339785985    ","스텐드바","1","3","기타","을","상수도전용","","","","","","","","","N","1","","",""
"3020000","3020000-102-1977-03551","19770503","","03","폐업","02","폐업","20020319","","","","02 7940171","716.44","140863","서울특별시 용산구 이태원동 119-25번지 ","","","해밀톤비엠더블유","20010417000000","I","2018-08-31 23:59:59.0","관광호텔나이트(디스코)","199363.595799729    ","448050.926289223    ","관광호텔나이트(디스코)","0","0","기타","기타","상수도전용","","","","","","","","","N","716.44","","",""
"3020000","3020000-102-1976-03578","19761220","","03","폐업","02","폐업","20021213","","","","02 7956662","879.09","140871","서울특별시 용산구 한강로2가 2-36번지 ","","","한국관 성인 나이트","19990203000000","I","2018-08-31 23:59:59.0","카바레","197105.426566714    ","447582.719757807    ","카바레","20","5","기타","을","상수도전용","","","","","","","","","N","879.09","","",""
"3020000","3020000-102-1976-03513","19760806","","03","폐업","02","폐업","20100820","","","","02 7921122","987.20","140860","서울특별시 용산구 이태원동 22-76번지 (지하1층) ","","","캐피탈카바레","20070119000000","I","2018-08-31 23:59:59.0","스텐드바","199337.628628981    ","447413.487156381    ","스텐드바","0","0","","","","","","","","","","","","N","987.2","","",""
"3020000","3020000-102-1975-03538","19750822","","03","폐업","02","폐업","20160412","","","","0207935221","43.19","140861","서울특별시 용산구 이태원동 557-0번지 (지상1층) ","서울특별시 용산구 녹사평대로 222 (이태원동(지상1층))","04345","아리랑","20160412093455","I","2018-08-31 23:59:59.0","스텐드바","198790.433934433    ","448344.026027589    ","스텐드바","0","2","기타","을","상수도전용","","","","","","","","","N","43.19","","",""
"3020000","3020000-102-1986-03534","19860725","","03","폐업","02","폐업","20131121","","","","02 7925905","31.49","140871","서울특별시 용산구 한강로2가 256-2번지 (지하1층) ","","","파도","20070119000000","I","2018-08-31 23:59:59.0","스텐드바","197340.531736887    ","447805.256466029    ","스텐드바","1","1","기타","을","상수도전용","","","","","","","","","N","31.49","","",""
"3020000","3020000-102-1986-03522","19860617","","03","폐업","02","폐업","19890818","","","","0207139989","153.44","140848","서울특별시 용산구 원효로3가 56-4번지 ","","","미가도","20010927000000","I","2018-08-31 23:59:59.0","룸살롱","196243.289518577    ","447933.875394952    ","룸살롱","3","1","기타","지도","상수도전용","","","","","","","","","N","153.44","","",""
"3020000","3020000-102-1986-03546","19860612","","03","폐업","02","폐업","19891211","","","","0207020167","146.25","140012","서울특별시 용산구 한강로2가 ","","","한강스탠드바","20010927000000","I","2018-08-31 23:59:59.0","고고(디스코)클럽","","","고고(디스코)클럽","2","3","기타","지도","상수도전용","","","","","","","","","N","146.25","","",""
"3020000","3020000-102-1986-03532","19860110","","03","폐업","02","폐업","19920917","","","","0207136174","125.22","140872","서울특별시 용산구 한강로2가 37-2번지 ","","","대합실","20010927000000","I","2018-08-31 23:59:59.0","스텐드바","197431.011679721    ","447802.316896919    ","스텐드바","3","5","기타","지도","상수도전용","","","","","","","","","N","125.22","","",""
"3020000","3020000-102-1985-03520","19850503","","03","폐업","02","폐업","19960705","","","","02 7140423","33.00","140821","서울특별시 용산구 동자동 43-29번지 ","","","미촌","20010927000000","I","2018-08-31 23:59:59.0","룸살롱","197428.35615065     ","449787.335823493    ","룸살롱","1","0","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","33","","",""
"3020000","3020000-102-1985-03518","19850401","","03","폐업","02","폐업","20130415","","","","02 7977656","43.22","140871","서울특별시 용산구 한강로2가 174-1번지 (지상1층) ","","","태양노래주점","20090728095517","I","2018-08-31 23:59:59.0","룸살롱","197179.400541       ","447495.959261       ","룸살롱","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","43.22","","",""
"3020000","3020000-102-1983-03555","19831214","","03","폐업","02","폐업","19000101","","","","0207145137","138.60","140160","서울특별시 용산구 남영동 62-0번지 ","","","동도파크","20020413000000","I","2018-08-31 23:59:59.0","카바레","","","카바레","5","1","기타","지도","상수도전용","","","","","","","","","N","138.6","","",""
"3020000","3020000-102-1981-03554","19811222","","03","폐업","02","폐업","20190704","","","","02 7178989","258.87","140847","서울특별시 용산구 원효로2가 68-3번지 (지하1층) ","서울특별시 용산구 원효로54길 10 (원효로2가(지하1층))","04367","아이엔지","20190704094344","U","2019-07-06 02:40:00.0","스텐드바","196597.317331034    ","448112.026172936    ","스텐드바","0","0","","","","","","","","","","","","N","258.87","","",""
"3020000","3020000-102-2016-00001","20161026","","01","영업/정상","01","영업","","","","","","985.05","140893","서울특별시 용산구 한남동 737-25번지 지하1층 ","서울특별시 용산구 이태원로 221 지하1층 (한남동 임피리얼팰리스 부티크호텔)","04349","메이드","20180514155633","I","2018-08-31 23:59:59.0","관광호텔나이트(디스코)","199774.471653899    ","448110.566487329    ","관광호텔나이트(디스코)","","","기타","","","","","","","","","","","Y","985.05","","",""
"3020000","3020000-102-2014-00001","20140911","","01","영업/정상","01","영업","","","","","","138.33","140860","서울특별시 용산구 이태원동 22-76번지 ","서울특별시 용산구 장문로 23 지하3층 (이태원동 캐피탈관광호텔)","04392","세븐","20200129103752","U","2020-01-31 02:40:00.0","비어(바)살롱","199337.628628981    ","447413.487156381    ","비어(바)살롱","3","2","주택가주변","자율","","","","","","","","","","N","138.33","","",""
"3020000","3020000-102-2013-00001","20130123","","01","영업/정상","01","영업","","","","","","962.97","140863","서울특별시 용산구 이태원동 108-9번지 해밀튼호텔 지하2층 ","서울특별시 용산구 이태원로 지하 179 (이태원동 해밀튼호텔 지하2층)","","펌킨","20190718170747","U","2019-07-20 02:40:00.0","비어(바)살롱","199387.896366941    ","448055.04886957     ","비어(바)살롱","","","","","","","","","","","","","","Y","962.97","","",""
"3020000","3020000-102-2012-00002","20120501","","01","영업/정상","01","영업","","","","","02 7493249","334.82","140863","서울특별시 용산구 이태원동 116-1번지 해밀턴관광호텔 별관2층 ","서울특별시 용산구 이태원로27가길 26 (이태원동 116-1 해밀턴관광호텔 별관2층)","04350","데이앤나이트","20170825133944","I","2018-08-31 23:59:59.0","관광호텔나이트(디스코)","199357.143999617    ","448100.802302867    ","관광호텔나이트(디스코)","","","","","","","","","","","","","","N","334.82","","",""
"3020000","3020000-102-2012-00001","20120217","","01","영업/정상","01","영업","","","","","","384.54","140863","서울특별시 용산구 이태원동 116-1번지 해밀턴호텔 별관 2층 ","서울특별시 용산구 이태원로27가길 26 (이태원동 해밀턴호텔 별관2층)","04350","글램","20170719114736","I","2018-08-31 23:59:59.0","비어(바)살롱","199357.143999617    ","448100.802302867    ","비어(바)살롱","10","10","유흥업소밀집지역","우수","상수도전용","","","","","","","","","N","384.54","","",""
