연도,학교급,학교세부유형,고등학교유형,시도,행정구,교육지원청,학교명,본분교,학교상태,설립,남녀공학,우편번호,도로명주소,연락처,팩스번호,홈페이지
2020,유치원,유치원,,울산,북구,강북,금비유치원,본교,기존(원)교,사립,,442-40 ,울산광역시 북구 송내13길 14 . 금비유치원 (화봉동. 금비유치원),052-287-9857,052-287-7842,http://kumbikids.com
2020,유치원,유치원,,울산,북구,강북,꿈동산유치원,본교,기존(원)교,사립,,442-15 ,울산광역시 북구 매곡로 183 (매곡동),052-285-2004,052-285-2006,http://cafe.daum.net/kids1950
2020,유치원,유치원,,울산,북구,강북,농서초등학교병설유치원,본교,기존(원)교,공립,,442-05 ,울산광역시 북구 가재길 57 . 농서초등학교 (달천동. 농서초등학교),052-295-5449,052-295-1980,http://nongseocho.es.kr
2020,유치원,유치원,,울산,북구,강북,농소초등학교병설유치원,본교,기존(원)교,공립,,442-29 ,울산광역시 북구 호계로 192 (호계동),052-295-4014,052-295-5171,http://www.nongso.es.kr
2020,유치원,유치원,,울산,북구,강북,동그라미유치원,본교,기존(원)교,사립,,442-01 ,울산광역시 북구 아랫마을길 12 . 동그라미유치원 (달천동),052-292-2984,052-295-2984,http://
2020,유치원,유치원,,울산,북구,강북,동대초등학교병설유치원,본교,기존(원)교,공립,,442-20 ,울산광역시 북구 신천로 36 (신천동),052-716-5090,052-297-7773,http://www
2020,유치원,유치원,,울산,북구,강북,동천유치원,본교,기존(원)교,공립,,442-03 ,울산광역시 북구 고래로 34 동천유치원 (천곡동),052-286-1087,052-286-1088,http://dcy.kg.kr
2020,유치원,유치원,,울산,북구,강북,동천초등학교병설유치원,본교,기존(원)교,공립,,442-03 ,울산광역시 북구 고래로 26 (천곡동. 동천초등학교),052-286-2711,052-286-4204,http://www.dongchun-us.es.kr
2020,유치원,유치원,,울산,북구,강북,동해유치원,본교,기존(원)교,사립,,442-60 ,울산광역시 북구 오치골4길 9 (양정동),052-287-0063,052-287-2119,http://
2020,유치원,유치원,,울산,북구,강북,동화유치원,본교,기존(원)교,사립,,442-27 ,울산광역시 북구 동대17길 11 (호계동. 동화유치원),052-282-6150,052-282-6151,http://
2020,유치원,유치원,,울산,북구,강북,리라유치원,본교,폐(원)교,사립,,442-00 ,울산광역시 북구 천곡길 122-12 (천곡동),052-220-1683,052-220-1683,http://lilaDame.net
2020,유치원,유치원,,울산,북구,강북,매산초등학교병설유치원,본교,기존(원)교,공립,,442-23 ,울산광역시 북구 매산로 53 (매곡동. 매산초등학교),052-291-9036,052-291-9042,http://u-maesan.esl.kr
2020,유치원,유치원,,울산,북구,강북,명신유치원,본교,기존(원)교,사립,,442-28 ,울산광역시 북구 호계로 309-19 (신천동),052-286-8668,052-286-1021,http://해당없음
2020,유치원,유치원,,울산,북구,강북,명촌초등학교병설유치원,본교,기존(원)교,공립,,442-54 ,울산광역시 북구 명촌10길 11 (명촌동. 명촌초등학교),052-210-5813,052-289-9584,http://www.myeongchon.er.kr
2020,유치원,유치원,,울산,북구,강북,미래유치원,본교,기존(원)교,사립,,442-00 ,울산광역시 북구 달래골길 46 (천곡동.미래유치원),052-285-0066,052-285-0067,
2020,유치원,유치원,,울산,북구,강북,민들레유치원,본교,폐(원)교,사립,,442-05 ,울산광역시 북구 양지길 28 . 양지길 28 (상안동),052-220-1683,052-220-1683,http://min2480@hanmail.net
2020,유치원,유치원,,울산,북구,강북,보람유치원,본교,기존(원)교,사립,,442-60 ,울산광역시 북구 새장터6길 14 (염포동),052-288-3005,052-970-0020,http://
2020,유치원,유치원,,울산,북구,강북,산새소리유치원,본교,폐(원)교,사립,,442-15 ,울산광역시 북구 신기3길 30-5 . 산새소리유치원 (매곡동),052-220-1683,052-220-1683,http://www.sansaesori.net
2020,유치원,유치원,,울산,북구,강북,상안유치원,본교,신설(원)교,공립,,442-05 ,울산광역시 북구 양지길 28 (상안동),052-295-2271,052-295-2273,http://school.use.go.kr/sangan20-k
2020,유치원,유치원,,울산,북구,강북,새싹유치원,본교,기존(원)교,사립,,442-24 ,울산광역시 북구 제내2길 24 (신천동),052-282-3232,052-282-1561,http://cafe.daum.net/seassak
2020,유치원,유치원,,울산,북구,강북,송정유치원,본교,기존(원)교,사립,,442-40 ,울산광역시 북구 상방로 81 (화봉동),052-289-3668,052-288-8703,http://cafe.daum.net/ktids96
2020,유치원,유치원,,울산,북구,강북,송정초등학교병설유치원,본교,기존(원)교,공립,,442-40 ,울산광역시 북구 상방로 75 (화봉동. 송정초등학교),052-288-4624,052-289-5143,http://songjung-us.es.kr
2020,유치원,유치원,,울산,북구,강북,약수초등학교병설유치원,본교,기존(원)교,공립,,442-17 ,울산광역시 북구 약수8길 50 (중산동. 약수초등학교),052-295-2935,052-295-7790,http://yaksu-us.es.kr
2020,유치원,유치원,,울산,북구,강북,양정현대유치원,본교,기존(원)교,사립,,442-60 ,울산광역시 북구 치전1길 39 . 양정현대유치원 (양정동),052-289-1543,052-289-1544,http://www.uyjc.or.kr
2020,유치원,유치원,,울산,북구,강북,연세2유치원,본교,기존(원)교,사립,,442-38 ,울산광역시 북구 지당3길 16 (송정동),052-289-8800,070-4369-8955,http://note.teepahapa.com
2020,유치원,유치원,,울산,북구,강북,연세유치원,본교,기존(원)교,사립,,442-54 ,울산광역시 북구 명촌1길 17-4 (진장동),052-289-6191,052-289-4477,http://
2020,유치원,유치원,,울산,북구,강북,연암초등학교병설유치원,본교,기존(원)교,공립,,442-44 ,울산광역시 북구 두부곡4길 35 (연암동),052-288-4203,052-288-4204,http://www.yeonam.es.kr
2020,유치원,유치원,,울산,북구,강북,염포초등학교병설유치원,본교,기존(원)교,공립,,442-60 ,울산광역시 북구 염포로 667 (염포동.염포초등학교),052-288-1510,052-288-1816,http://www.ympo.es.kr
2020,유치원,유치원,,울산,북구,강북,예솔유치원,본교,기존(원)교,사립,,442-54 ,울산광역시 북구 명촌12길 34-10 (명촌동),052-289-7992,052-289-7995,http://yesolschule.com
2020,유치원,유치원,,울산,북구,강북,예일유치원,본교,기존(원)교,사립,,442-00 ,울산광역시 북구 관문길 137 (천곡동),052-297-7200,052-297-7210,http://
2020,유치원,유치원,,울산,북구,강북,예지원유치원,본교,기존(원)교,사립,,442-43 ,울산광역시 북구 상방로 160 . 얘지원유치원 (연암동. 벽산늘푸른아파트),052-289-3323,052-289-3324,
2020,유치원,유치원,,울산,북구,강북,울산양정초등학교병설유치원,본교,기존(원)교,공립,,442-60 ,울산광역시 북구 양정2길 11 (양정동),052-289-2978,052-287-4349,http://uyj.es.kr/
2020,유치원,유치원,,울산,북구,강북,월성유치원,본교,기존(원)교,사립,,442-13 ,울산광역시 북구 화정2길 23 . 월성유치원 (중산동),052-282-3111,052-282-2279,http://cafe.naver.com/wolsung.happyihome.com
2020,유치원,유치원,,울산,북구,강북,은빛유치원,본교,기존(원)교,사립,,442-56 ,울산광역시 북구 명촌로 91 은빛유치원,052-289-8861,052-289-8860,http://cafe.daum.net.loveeunbit
2020,유치원,유치원,,울산,북구,강북,은월초등학교병설유치원,본교,기존(원)교,공립,,442-25 ,울산광역시 북구 당수골23길 7 (호계동),052-286-2241,052-286-6634,http://eunwol.es.kr
2020,유치원,유치원,,울산,북구,강북,이화제일유치원,본교,기존(원)교,사립,,442-13 ,울산광역시 북구 갓안2길 24 (중산동),052-298-0300,052-295-0180,http://
2020,유치원,유치원,,울산,북구,강북,중산초등학교병설유치원,본교,기존(원)교,공립,,442-15 ,울산광역시 북구 신천로 125-28 . 중산초등학교 병설유치원 (중산동. 중산초등학교),052-973-5800,052-973-5869,http://usjs.es.kr/
2020,유치원,유치원,,울산,북구,강북,큰사랑유치원,본교,기존(원)교,사립,,442-24 ,울산광역시 북구 제내2길 45-4 큰사랑유치원 (신천동),052-282-2480,052-282-0555,http://cafe.daum.net/BIGlove1
2020,유치원,유치원,,울산,북구,강북,하늘땅유치원,본교,기존(원)교,사립,,442-00 ,울산광역시 북구 관문길 240 하늘땅유치원 (천곡동),052-282-5050,0504-155-6402,http://
2020,유치원,유치원,,울산,북구,강북,현대유리유치원,본교,기존(원)교,사립,,442-20 ,울산광역시 북구 매곡1로 13 . 현대유리유치원 (매곡동.매곡현대아파트),052-282-0314,050-4483-3296,
2020,유치원,유치원,,울산,북구,강북,호계비둘기유치원,본교,기존(원)교,사립,,442-25 ,울산광역시 북구 당수골길 12 (호계동),052-298-8945,052-295-6460,http://www.daum.net/abab584
2020,유치원,유치원,,울산,북구,강북,화봉유치원,본교,기존(원)교,사립,,442-41 ,울산광역시 북구 송내6길 8 440-1 (화봉동. 화봉유치원),052-287-1221,052-287-1223,http://www.cyworld.com/hwabongkid
2020,유치원,유치원,,울산,북구,강북,화봉초등학교병설유치원,본교,기존(원)교,공립,,442-37 ,울산광역시 북구 화산로 42 (화봉동. 화봉초등학교),052-965-3020,052-283-1686,http://us-hwabong.es.kr/hwabong-e/M01
2020,유치원,유치원,,울산,울주군,강남,구영유치원,본교,기존(원)교,공립,,449-21 ,울산광역시 울주군 범서읍 모두박길 10-5 . 구영유치원 (범서읍),052-248-5027,052-248-5029,http://guyeong.kg.kr
2020,유치원,유치원,,울산,울주군,강남,굿모닝유치원,본교,기존(원)교,사립,,449-80 ,울산광역시 울주군 온양읍 솔밭1길 42-4 (온양읍),052-238-6870,052-238-6801,http://www.kidsnote.com
2020,유치원,유치원,,울산,울주군,강남,꿈밭유치원,본교,기존(원)교,사립,,449-61 ,울산광역시 울주군 청량면 삼정로 92-23 (청량면)36호(쌍용하나빌리지),052-222-3500,052-222-3502,http://cafe.daum.net/052dreamkids
2020,유치원,유치원,,울산,울주군,강남,대동유치원,본교,기존(원)교,사립,,449-45 ,울산광역시 울주군 언양읍 방천5길 11-10 (언양읍),052-264-0084,052-262-4458,http://
2020,유치원,유치원,,울산,울주군,강남,덕신초등학교병설유치원,본교,기존(원)교,공립,,450-03 ,울산광역시 울주군 온산읍 서영남1길 27 . 덕신초등학교병설유치원 (온산읍),052-238-1294,052-238-1690,http://duksin.es.kr/
2020,유치원,유치원,,울산,울주군,강남,두동초등학교병설유치원,본교,기존(원)교,공립,,449-15 ,울산광역시 울주군 두동면 대밀길 29 (두동면),052-262-8892,052-262-8559,http://www.dudong.es.kr
2020,유치원,유치원,,울산,울주군,강남,문수초등학교병설유치원,본교,기존(원)교,공립,,449-59 ,울산광역시 울주군 청량읍 청송길 8 (청량읍. 청량초교문수분교),052-249-9319,052-224-4724,http://munsu-us.es.kr
2020,유치원,유치원,,울산,울주군,강남,반곡초등학교병설유치원,본교,기존(원)교,공립,,449-35 ,울산광역시 울주군 언양읍 언동3길 42-3 . 반곡초등학교(반곡초등학교병설유치원) (언양읍),052-264-3321,052-264-6711,http://bangok.kr
2020,유치원,유치원,,울산,울주군,강남,반천초등학교병설유치원,본교,기존(원)교,공립,,449-36 ,울산광역시 울주군 언양읍 샘소3길 19 (언양읍. 반천초등학교),052-264-7705,052-264-6693,http://banchon.es.kr/index.jsp
2020,유치원,유치원,,울산,울주군,강남,방기초등학교병설유치원,본교,기존(원)교,공립,,449-55 ,울산광역시 울주군 삼남면 하방로 56 . 방기초등학교 (삼남면),055-372-1890,055-372-1896,http://bangkee.es.kr
2020,유치원,유치원,,울산,울주군,강남,범서초등학교병설유치원,본교,기존(원)교,공립,,449-27 ,울산광역시 울주군 범서읍 천상1길 7 . 범서초등학교병설유치원 (범서읍),052-211-8044,052-248-9825,http://beomseo.es.kr
2020,유치원,유치원,,울산,울주군,강남,삼동초등학교병설유치원,본교,기존(원)교,공립,,449-56 ,울산광역시 울주군 삼동면 삼동로 788 (삼동면),052-264-1496,052-264-3350,http://www.samdong-us.es.kr
2020,유치원,유치원,,울산,울주군,강남,삼정초등학교병설유치원,본교,기존(원)교,공립,,449-61 ,울산광역시 울주군 청량읍 삼정로 36 (청량읍),052-277-4256,052-277-4257,http://www
2020,유치원,유치원,,울산,울주군,강남,삼평초등학교병설유치원,본교,기존(원)교,공립,,450-08 ,울산광역시 울주군 온산읍 삼평길 200 (온산읍),052-239-4097,052-238-0798,http://samp.es.kr
2020,유치원,유치원,,울산,울주군,강남,상북유치원,본교,기존(원)교,공립,,449-02 ,울산광역시 울주군 상북면 도동신리로 35 (상북면),052-263-6200,052-263-7447,http://sangbuk.kg.kr
2020,유치원,유치원,,울산,울주군,강남,서생초등학교병설유치원,본교,기존(원)교,공립,,450-14 ,울산광역시 울주군 서생면 신암해안길 58 . 서생초등학교 (서생면),052-710-3406,052-239-0921,http://seosaeng.es.kr
2020,유치원,유치원,,울산,울주군,강남,서울산유치원,본교,기존(원)교,사립,,449-42 ,울산광역시 울주군 언양읍 서문4길 15 (언양읍),052-254-2252,052-912-1153,
2020,유치원,유치원,,울산,울주군,강남,석남유치원,본교,기존(원)교,사립,,449-49 ,울산광역시 울주군 삼남면 교동로 143 . 석남유치원 (삼남면),052-264-1152,052-264-4497,http://석남유치원.kr
2020,유치원,유치원,,울산,울주군,강남,성동초등학교병설유치원,본교,기존(원)교,공립,,450-13 ,울산광역시 울주군 서생면 진하길 7 (서생면. 성동초등학교병설유치원),052-239-2285,052-238-1139,http://.Ulsan-sd.es.kr
2020,유치원,유치원,,울산,울주군,강남,세종유치원,본교,휴(원)교,사립,,449-04 ,울산광역시 울주군 상북면 남천로 247 . 해피키즈유치원 (상북면),052-220-1683,052-220-1683,
2020,유치원,유치원,,울산,울주군,강남,신하나유치원,본교,기존(원)교,사립,,449-25 ,울산광역시 울주군 범서읍 점촌6길 5-12 (범서읍)신하나유치원,052-248-8787,052-248-8784,http://www.shinhana.net
2020,유치원,유치원,,울산,울주군,강남,신후유치원,본교,기존(원)교,사립,,449-59 ,울산광역시 울주군 청량읍 율리영해1길 33 (청량읍. 신후유치원),052-223-3050,052-970-0020,http://
2020,유치원,유치원,,울산,울주군,강남,아담유치원,본교,기존(원)교,사립,,449-91 ,울산광역시 울주군 온산읍 거남1길 38 (온산읍),052-239-7601,052-238-5402,http://
2020,유치원,유치원,,울산,울주군,강남,언양초등학교병설유치원,본교,기존(원)교,공립,,449-39 ,울산광역시 울주군 언양읍 북문8길 49 . 언양초등병설유치원 (언양읍. 언양초등학교),052-262-0013,052-263-2070,http://www.eonyang.es.kr
2020,유치원,유치원,,울산,울주군,강남,에꼬르앙팡유치원,본교,기존(원)교,사립,,449-77 ,울산광역시 울주군 온양읍 보곡1길 5-8 . 에꼬르앙팡유치원 (온양읍),052-238-4422,052-239-4994,http://
2020,유치원,유치원,,울산,울주군,강남,연세자연유치원,본교,기존(원)교,사립,,449-80 ,울산광역시 울주군 온양읍 솔밭길 55 연세자연유치원,052-239-3335,052-239-3926,http://
2020,유치원,유치원,,울산,울주군,강남,온남초등학교병설유치원,본교,기존(원)교,공립,,449-80 ,울산광역시 울주군 온양읍 화산발리로 734 . 온남초등학교 (온양읍. 온남초등학교),052-237-1279,052-237-1290,http://www.onnam.es.k
2020,유치원,유치원,,울산,울주군,강남,온누리유치원,본교,기존(원)교,사립,,449-36 ,울산광역시 울주군 언양읍 반천강변길 51 (언양읍),052-264-9425,052-264-9425,http://www.온누리유치원.kr
2020,유치원,유치원,,울산,울주군,강남,온산에덴유치원,본교,기존(원)교,사립,,450-03 ,울산광역시 울주군 온산읍 서영남길 42 . 온산에덴유치원 (온산읍),052-238-7787,052-238-0075,http://..
2020,유치원,유치원,,울산,울주군,강남,온산초등학교병설유치원,본교,기존(원)교,공립,,450-07 ,울산광역시 울주군 온산읍 신온9길 16 . 온산초등학교 (온산읍),052-237-0198,052-237-0269,http://www.onsan.es.kr
2020,유치원,유치원,,울산,울주군,강남,온양새싹유치원,본교,폐(원)교,사립,,449-75 ,울산광역시 울주군 온양읍 동상로 287 (온양읍),052-220-1683,052-220-1683,http://cafe.naver.com/dreamgarden2009
2020,유치원,유치원,,울산,울주군,강남,온양초등학교병설유치원,본교,기존(원)교,공립,,449-74 ,울산광역시 울주군 온양읍 남창1길 32 (온양읍),052-238-3506,052-238-0848,http://www.onyang.es.kr
2020,유치원,유치원,,울산,울주군,강남,울산누리유치원,본교,기존(원)교,사립,,449-62 ,울산광역시 울주군 웅촌면 삼동로 1617-1 (웅촌면),052-228-8822,052-225-5448,http://
2020,유치원,유치원,,울산,울주군,강남,울주명지초등학교병설유치원,본교,기존(원)교,공립,,449-23 ,울산광역시 울주군 범서읍 점촌4길 17 (범서읍),052-711-2301,052-212-8811,http://ujmj.es.kr
2020,유치원,유치원,,울산,울주군,강남,웅촌초등학교병설유치원,본교,기존(원)교,공립,,449-65 ,울산광역시 울주군 웅촌면 곡천검단로 4 . 웅촌초등학교 (웅촌면. 웅촌초등학교),052-225-2893,052-225-0393,http://ungchon-us.es.kr
2020,유치원,유치원,,울산,울주군,강남,으뜸과학유치원,본교,기존(원)교,사립,,449-30 ,울산광역시 울주군 범서읍 천상6길 28-12 (범서읍),052-246-6200,052-211-6996,http://cafe.daum.net/best-kid
2020,유치원,유치원,,울산,울주군,강남,자운영유치원,본교,기존(원)교,사립,,449-33 ,울산광역시 울주군 범서읍 굴화3길 22 . 자운영유치원 (범서읍),052-223-4822,052-223-4852,http://
2020,유치원,유치원,,울산,울주군,강남,중남초등학교병설유치원,본교,기존(원)교,공립,,449-53 ,울산광역시 울주군 삼남면 사촌신복로 572 (삼남면. 중남초등학교),070-4788-2603,052-264-2907,http://www.joongnam.es.kr
2020,유치원,유치원,,울산,울주군,강남,지혜숲유치원,본교,기존(원)교,사립,,450-02 ,울산광역시 울주군 온산읍 영남4길 28 (온산읍),052-237-2121,052-237-0096,http://지혜숲
2020,유치원,유치원,,울산,울주군,강남,척과초등학교병설유치원,본교,기존(원)교,공립,,449-17 ,울산광역시 울주군 범서읍 갈매정길 16(척과리) 척과초등학교병설유치원,052-211-8585,052-211-8919,http://www.chukkwa.es.kr
2020,유치원,유치원,,울산,울주군,강남,천상잔디유치원,본교,기존(원)교,사립,,449-28 ,울산광역시 울주군 범서읍 천상2길 6-12 . 천상잔디유치원 (범서읍),052-211-5755,052-248-7979,http://
2020,유치원,유치원,,울산,울주군,강남,천상초등학교병설유치원,본교,기존(원)교,공립,,449-29 ,울산광역시 울주군 범서읍 천상7길 28 (범서읍. 천상초등학교),052-220-3801,052-248-5705,http://www.cheonsang.es.kr/
2020,유치원,유치원,,울산,울주군,강남,청담유치원,본교,기존(원)교,사립,,449-78 ,울산광역시 울주군 온양읍 남창강변로 101 (온양읍),052-239-0231,052-239-0232,http://
2020,유치원,유치원,,울산,울주군,강남,청량초등학교병설유치원,본교,기존(원)교,공립,,449-83 ,울산광역시 울주군 청량면 덕정5길 14 . 청량초등학교병설유치원 (청량면. 청량초등학교),052-268-6112,052-266-0736,http://ucr.es.kr
2020,유치원,유치원,,울산,울주군,강남,하늘소자연과학유치원,본교,기존(원)교,사립,,449-76 ,울산광역시 울주군 온양읍 상발1길 23 . 하늘소 자연과학 유치원 (온양읍),052-237-2981,052-237-2982,http://
2020,유치원,유치원,,울산,울주군,강남,한솔유치원,본교,기존(원)교,사립,,449-79 ,울산광역시 울주군 온양읍 연안2길 38 . 한솔유치원 (온양읍),052-239-0234,052-239-0235,http://
2020,유치원,유치원,,울산,울주군,강남,한아름유치원,본교,기존(원)교,사립,,449-25 ,울산광역시 울주군 범서읍 점촌6길 31-11 (범서읍),052-248-8846,052-211-9696,http://
2020,유치원,유치원,,울산,울주군,강남,해담솔유치원,본교,기존(원)교,사립,,449-22 ,울산광역시 울주군 범서읍 대리1길 13-3 (범서읍),052-212-9055,052-243-9055,http://m.blog.naver.com/ankim60
2020,유치원,유치원,,울산,울주군,강남,호연초등학교병설유치원,본교,기존(원)교,공립,,449-21 ,울산광역시 울주군 범서읍 대리로 75 (범서읍. 호연초등학교),052-710-4506,052-710-4556,http://hoyeon.es.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,가득유치원,본교,기존(원)교,공립,,301-25 ,세종특별자치시  세종로 933 . 가득유치원 (새롬동. 가득유치원),044-999-6803,044-999-6813,http://gadeuk.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,가락유치원,본교,기존(원)교,공립,,300-62 ,세종특별자치시  마음안1로 22 (고운동. 가락유치원),044-903-1307,044-903-1315,http://garak.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,가온유치원,본교,기존(원)교,공립,,300-98 ,세종특별자치시  보람로 71 (도담동. 가온유치원),044-867-3063,044-867-3064,http://gaon.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,감성초등학교병설유치원,본교,기존(원)교,공립,,300-88 ,세종특별자치시  금남면 감성길 6 (금남면. 감성초등학교),070-5180-1914,044-866-5934,http://
2020,유치원,유치원,,세종,세종시,세종특별자치시,고운유치원,본교,기존(원)교,공립,,300-63 ,세종특별자치시  만남로 47 (고운동),044-716-6200,044-716-6236,http://gowoon.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,글벗유치원,본교,기존(원)교,공립,,301-50 ,세종특별자치시  소담3로 26 (소담동) 글벗유치원,044-999-7300,044-999-7319,http://geulbeot.sjedukg.kr/
2020,유치원,유치원,,세종,세종시,세종특별자치시,금남초등학교병설유치원,본교,기존(원)교,공립,,300-83 ,세종특별자치시  금남면 금남구즉로 62 (금남면. 금남초등학교),041-866-7052,044-866-5935,
2020,유치원,유치원,,세종,세종시,세종특별자치시,나래유치원,본교,기존(원)교,공립,,301-00 ,세종특별자치시  달빛1로 107 (아름동. 나래유치원),044-868-3251,044-868-3263,http://narae.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,늘봄유치원,본교,기존(원)교,공립,,301-00 ,세종특별자치시  다솜1로 175 (도담동. 늘봄유치원),044-903-2400,044-903-2410,http://neulbom.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,다빛유치원,본교,기존(원)교,공립,,300-64 ,세종특별자치시  달빛1로 5 . 다빛유치원 (종촌동),044-903-3804,044-903-3814,http://dabit.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,다정유치원,본교,기존(원)교,공립,,301-24 ,세종특별자치시  다정남로 33 (다정동. 다정유치원),044-902-2500,044-902-2529,http://dajeong.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,대평유치원,본교,기존(원)교,공립,,301-53 ,세종특별자치시  대평1길 17 . 대평유치원 (대평동),044-902-7003,044-902-7029,http://daepyeong.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,도담유치원,본교,기존(원)교,공립,,300-98 ,세종특별자치시  보람로 33 (도담동) 도담유치원,044-715-5400,044-715-5410,http://dodam.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,도란유치원,본교,기존(원)교,공립,,300-64 ,세종특별자치시  도움3로 126 (종촌동. 도란유치원),044-903-2811,044-903-2814,http:// doran.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,두루유치원,본교,기존(원)교,공립,,300-62 ,세종특별자치시  만남로 223 . 두루유치원 (고운동),044-903-2913,044-903-2910,http://duru.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,미르유치원,본교,기존(원)교,공립,,301-30 ,세종특별자치시  나리로 26-10 (한솔동. 미르유치원),044-998-2019,044-998-2116,http://mir.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,반곡유치원,본교,신설(원)교,공립,,301-46 ,세종특별자치시  시청대로 464 (반곡동. 반곡유치원),044-902-7100,044-902-7170,http://bangoku.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,보람유치원,본교,기존(원)교,공립,,301-50 ,세종특별자치시  남세종로 416 (보람동. 보람유치원),044-903-0221,044-903-0242,http://boram.sjedukg.kr/
2020,유치원,유치원,,세종,세종시,세종특별자치시,부강초등학교병설유치원,본교,기존(원)교,공립,,300-76 ,세종특별자치시  부강면 부강로 15 . 부강초등학교 병설유치원 (부강면. 부강초등학교),044-902-1693,044-902-1675,
2020,유치원,유치원,,세종,세종시,세종특별자치시,새뜸유치원,본교,기존(원)교,공립,,301-27 ,세종특별자치시  새롬중앙로 38-11 . (새롬동. 새뜸유치원),044-999-7803,044-999-7813,http://saetteum.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,새롬유치원,본교,기존(원)교,공립,,301-26 ,세종특별자치시  새롬서로 56 (새롬동)새롬유치원,044-999-7932,044-999-7939,http://saerom.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,새샘유치원,본교,기존(원)교,공립,,301-47 ,세종특별자치시  소담4로 14 (소담동),044-999-5113,044-999-5119,http://saesaem.sjedukg.kr/index.do?sso=ok
2020,유치원,유치원,,세종,세종시,세종특별자치시,새솔유치원,본교,기존(원)교,공립,,301-25 ,세종특별자치시  다정4길 15 (다정동. 새솔유치원),044-902-2903,044-902-2929,http://saesol.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,새움유치원,본교,기존(원)교,공립,,301-23 ,세종특별자치시 다정남로 91(다정동),044-902-2703,044-902-2729,http://saeum.sjedukg.kr/
2020,유치원,유치원,,세종,세종시,세종특별자치시,성모유치원,본교,기존(원)교,사립,,300-27 ,세종특별자치시  조치원읍 새내6길 30 (조치원읍),044-863-5322,044-863-1600,http://
2020,유치원,유치원,,세종,세종시,세종특별자치시,세종도원초등학교병설유치원,본교,기존(원)교,공립,,300-49 ,세종특별자치시  연서면 도원로 63 (연서면. 세종도원초등학교),044-868-7257,044-868-7259,http://ygdowon.sjedues.kr/index.do?sso=ok
2020,유치원,유치원,,세종,세종시,세종특별자치시,소담유치원,본교,기존(원)교,공립,,301-50 ,세종특별자치시  소담1로 25 (소담동. 소담유치원),044-903-0142,044-903-0123,http://sodam.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,소정초등학교병설유치원,본교,기존(원)교,공립,,300-01 ,세종특별자치시  소정면 학교말길 10 (소정면. 소정초등학교),044-566-6060,044-566-6465,http://sojeong.sjedues.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,솔빛숲유치원,본교,기존(원)교,공립,,301-49 ,세종특별자치시  반곡3길 48 (반곡동. 솔빛숲유치원),044-410-2000,044-410-2019,http://solbitsup.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,수왕초등학교병설유치원,본교,휴(원)교,공립,,300-57 ,세종특별자치시  연기면 눌왕길 8-45 (연기면. 수왕초등학교),044-320-1633,044-320-1699,
2020,유치원,유치원,,세종,세종시,세종특별자치시,슬기유치원,본교,기존(원)교,공립,,300-62 ,세종특별자치시  만남로 264 슬기유치원 (고운동),044-716-6308,044-716-6336,http://seulgi.sjedukg.kr/
2020,유치원,유치원,,세종,세종시,세종특별자치시,쌍류초등학교병설유치원,본교,기존(원)교,공립,,300-41 ,세종특별자치시  연서면 벌말길 73 . 쌍류초등학교 (연서면. 쌍류초등학교),044-863-0284,044-863-5711,http://ssr.sjedues.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,아름유치원,본교,기존(원)교,공립,,301-00 ,세종특별자치시  달빛2로 29 (아름동. 아름유치원),044-998-3120,044-998-3125,http://areum.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,아이마루유치원,본교,기존(원)교,사립,,300-49 ,세종특별자치시  연서면 월성로 141 (연서면),044-866-2257,044-867-5757,http://cafe.daum.net/imaru2257
2020,유치원,유치원,,세종,세종시,세종특별자치시,양지유치원,본교,기존(원)교,공립,,300-98 ,세종특별자치시  보듬8로 13 . 양지유치원 (도담동. 양지유치원),044-866-6021,044-866-7514,http://yangji.sjedukg.kr
